PLAYERID,PLAYER_SLUG,STRENGTHS
109732,andre-calisir,Long balls
1195743,sidklev-filip,High claims
861823,arbnor-mucolli,Playmaking
861823,arbnor-mucolli,High pressing
861823,arbnor-mucolli,Positioning
1021266,paulos-abraham,Positioning
1021266,paulos-abraham,High pressing
930445,santos-thomas,Positioning
930445,santos-thomas,High pressing
1034241,skjellerup-laurs,Aerial duels
825906,oscar-pettersson,Playmaking
991039,adam-carlen,Positioning
991039,adam-carlen,Tackling
878972,kolbeinn-thordarson,Positioning
878972,kolbeinn-thordarson,High pressing
15375,gustav-svensson,Ground duels
148314,simon-skrabb,Anchor play
148314,simon-skrabb,Positioning
148314,simon-skrabb,Playmaking
138553,dino-islamovic,Anchor play
138553,dino-islamovic,Positioning
69145,romarinho,Positioning
69145,romarinho,Ground duels
152427,robert-gojani,Positioning
1021937,karlsson-johan,Ground duels
81451,lars-saetra,Aerial duels
81451,lars-saetra,Long balls
126774,christoffer-nyman,Positioning
94796,arnor-traustason,Direct free kicks
94796,arnor-traustason,Positioning
978154,lushaku-ismet,Playmaking
1050457,kalley-yahya,Ground duels
353810,max-watson,Positioning
47752,oscar-jansson,High claims
877347,abdelrahman-boudah,High pressing
947093,henry-offia,Ball control
1084043,ibrahim-diabate,Anchor play
1090862,ali-jabir-abdihakim,Anchor play
1090862,ali-jabir-abdihakim,Aerial duels
809297,simon-johansson,Anchor play
809297,simon-johansson,Ball control
1014585,simon-gefvert,Consistency
1014585,simon-gefvert,Ball control
1014585,simon-gefvert,Playmaking
893454,daniel-ask,Long balls
893454,daniel-ask,Playmaking
893454,daniel-ask,Ball control
925209,frederic-nsabiyumva,Positioning
925209,frederic-nsabiyumva,Aerial duels
963027,gustav-granath,Ground duels
1161918,magnusson-herman,Ball interception
67578,anton-fagerstrom,Reflexes
67578,anton-fagerstrom,Handling
1020416,shota-fujio,High pressing
822546,se-hun-oh,Positioning
964307,sang-ho-na,Direct free kicks
148354,gen-shoji,Consistency
873061,kosei-tani,Long shots saving
873061,kosei-tani,High claims
48240,yuya-osako,Direct free kicks
48240,yuya-osako,Playmaking
48240,yuya-osako,High pressing
335047,yoshinori-muto,Positioning
335047,yoshinori-muto,High pressing
387062,yosuke-ideguchi,Long balls
109352,hotaru-yamaguchi,Positioning
925944,daiju-sasaki,High pressing
109351,takahiro-ogihara,Positioning
910637,thuler,Consistency
910637,thuler,Ground duels
910637,thuler,Positioning
1019060,ryuho-kikuchi,Aerial duels
48411,gotoku-sakai,Ground duels
48411,gotoku-sakai,High pressing
309456,yuki-honda,Ground duels
873064,daiya-maekawa,High claims
873064,daiya-maekawa,Handling
873064,daiya-maekawa,Penalty saving
790976,yuma-suzuki,Long balls
790976,yuma-suzuki,Playmaking
790976,yuma-suzuki,Positioning
604166,aleksandar-cavric,Finishing
604166,aleksandar-cavric,Positioning
974286,yuta-higuchi,Playmaking
871884,kei-chinen,Positioning
155790,naomichi-ueda,Aerial duels
976200,ikuma-sekigawa,Ground duels
793187,issam-jebali,Long balls
48437,takashi-usami,Playmaking
48437,takashi-usami,Long shots
48437,takashi-usami,Direct free kicks
1030212,ryoya-yamashita,Ground duels
1105033,welton,Ball control
801830,neta-lavi,Ground duels
801830,neta-lavi,Long balls
875906,juan-alano,Playmaking
875906,juan-alano,High pressing
926823,dawhan,Positioning
1002500,riku-handa,Ground duels
1002500,riku-handa,Tackling
362886,shinnosuke-nakatani,Ground duels
315930,genta-miura,Positioning
1016793,jun-ichimori,Reflexes
1016793,jun-ichimori,Handling
1016793,jun-ichimori,Consistency
576002,leo-ceara,Penalty taking
576002,leo-ceara,Finishing
576002,leo-ceara,Anchor play
34853,shinji-kagawa,Long balls
808785,vitor-bueno,Playmaking
829764,lucas-fernandes,High pressing
829764,lucas-fernandes,Playmaking
109151,hiroaki-okuno,Ground duels
147112,hirotaka-tameda,Ground duels
48345,kyohei-noborizato,Ground duels
48353,jin-hyeon-kim,Reflexes
48353,jin-hyeon-kim,Long shots saving
48353,jin-hyeon-kim,Handling
160871,han-been-yang,Reflexes
160871,han-been-yang,High claims
160871,han-been-yang,Handling
243473,diego-oliveira,Anchor play
1048550,tsuyoshi-ogashiwa,High pressing
1154637,kuryu-matsuki,Playmaking
869864,takahiro-ko,Positioning
797335,henrique-trevisan,Consistency
797335,henrique-trevisan,Tackling
797335,henrique-trevisan,Positioning
24292,masato-morishige,Ground duels
24292,masato-morishige,Aerial duels
831952,yasuki-kimoto,Ground duels
1002358,taishi-brandon-nozawa,High claims
1002358,taishi-brandon-nozawa,Reflexes
1002358,taishi-brandon-nozawa,Handling
38961,wellington,Positioning
38961,wellington,Aerial duels
981073,kazuya-konno,High pressing
243725,douglas-grolli,Ground duels
243725,douglas-grolli,Tackling
888462,daiki-miya,Positioning
218768,tatsuki-nara,Ground duels
218768,tatsuki-nara,Positioning
1027867,masaaki-murakami,Long shots saving
800970,nagaishi-takumi,Long shots saving
965226,ohashi-yuki,Positioning
965226,ohashi-yuki,Anchor play
965226,ohashi-yuki,Finishing
873216,makoto-mitsuta,Playmaking
873216,makoto-mitsuta,High pressing
873216,makoto-mitsuta,Positioning
791402,mutsuki-kato,High pressing
925833,shunki-higashi,Playmaking
1184594,shuto-nakano,Positioning
224022,sho-sasaki,Aerial duels
224022,sho-sasaki,Ground duels
224022,sho-sasaki,Positioning
976199,hayato-araki,Aerial duels
976199,hayato-araki,Ground duels
976199,hayato-araki,Positioning
147121,tsukasa-shiotani,Ground duels
155825,shoya-nakajima,Playmaking
814724,thiago-santana,Long shots
814724,thiago-santana,Positioning
882205,homma-shion,Playmaking
1034816,atsuki-ito,Positioning
1034816,atsuki-ito,Tackling
1034816,atsuki-ito,Consistency
319309,samuel-gustafson,Long balls
319309,samuel-gustafson,Playmaking
319309,samuel-gustafson,Ground duels
358980,ryoma-watanabe,High pressing
149737,marius-hoibraten,Ground duels
1020466,ayumu-ohata,Ground duels
1101107,yota-sato,Aerial duels
24281,shusaku-nishikawa,High claims
24281,shusaku-nishikawa,Consistency
1125656,yudai-kimura,High pressing
1016964,itsuki-someno,Positioning
1016964,itsuki-someno,Anchor play
1027863,tomoya-miki,Positioning
981074,mao-hosoya,High pressing
795034,matheus-savio,Consistency
795034,matheus-savio,High pressing
795034,matheus-savio,Playmaking
985022,yuto-yamada,High pressing
841647,taiyo-koga,Positioning
841647,taiyo-koga,Ground duels
489262,eiichi-katayama,Ground duels
1020408,kenta-matsumoto,Long shots saving
1020408,kenta-matsumoto,High claims
945290,soma-yuki,Ground duels
831826,tsukasa-morishima,Positioning
831826,tsukasa-morishima,High pressing
840420,yamagishi-yuya,High pressing
840420,yamagishi-yuya,Positioning
387374,sho-inagaki,Positioning
982363,kennedy-mikuni,Aerial duels
795017,anderson-lopes,Anchor play
795017,anderson-lopes,Penalty taking
795017,anderson-lopes,Finishing
1019705,yan-matheus,High pressing
1019705,yan-matheus,Playmaking
243413,elber,Playmaking
387260,jun-amano,Passing
1172503,riku-yamane,Ground duels
73122,tae-hee-nam,Passing
255201,eduardo,Positioning
873037,katsuya-nagato,Ground duels
945325,takumi-kamijima,Aerial duels
1184093,ren-kato,Passing
798293,william-popp,Long shots saving
798293,william-popp,Reflexes
798293,william-popp,Handling
1397395,nagakura-motoki,Anchor play
1007952,hiroki-akiyama,Playmaking
1117432,yota-komi,Passing
135598,yoshiaki-takagi,Playmaking
135598,yoshiaki-takagi,Ground duels
313994,michael-james-fitzgerald,Aerial duels
881124,ryosuke-kojima,High claims
19265,akihiro-ienaga,Anchor play
19265,akihiro-ienaga,Passing
19265,akihiro-ienaga,Long balls
1021010,tono-daiya,Passing
833226,yusuke-segawa,Positioning
932007,yasuto-wakizaka,Passing
932007,yasuto-wakizaka,Playmaking
1101156,kento-tachibanada,Positioning
1101156,kento-tachibanada,Ground duels
943044,ze-ricardo,Long balls
1020071,tatsuki-seko,Ground duels
1020082,yamamoto-yuki,Playmaking
1172473,asahi-sasaki,Ground duels
832976,takuma-ominami,Ground duels
224068,naoto-kamifukumoto,High claims
224068,naoto-kamifukumoto,Long shots saving
224068,naoto-kamifukumoto,Runs out
880169,matheus-peixoto,Anchor play
886653,ryo-germain,High pressing
886653,ryo-germain,Finishing
886653,ryo-germain,Positioning
832978,rikiya-uehara,Playmaking
867891,ricardo-graca,Positioning
1063159,hassan-hilo,Positioning
1063159,hassan-hilo,Aerial duels
1124856,so-kawahara,Positioning
1124856,so-kawahara,Playmaking
351570,akito-fukuta,Ground duels
976203,tae-hyeon-kim,Aerial duels
930901,kosuke-yamazaki,Ground duels
974292,park-il-kyu,Runs out
974292,park-il-kyu,Long shots saving
925790,taichi-hara,Positioning
925790,taichi-hara,High pressing
877897,marco-tulio,Playmaking
877897,marco-tulio,Positioning
877897,marco-tulio,High pressing
1028306,sota-kawasaki,Positioning
929606,kaneko-daiki,Tackling
929606,kaneko-daiki,Positioning
929606,kaneko-daiki,Ground duels
790987,taiki-hirato,Playmaking
309432,sung-yun-gu,Penalty saving
991008,lukian,High pressing
991008,lukian,Positioning
981067,tanaka-satoshi,Positioning
223894,kosuke-onose,High pressing
791274,min-tae-kim,Positioning
791274,min-tae-kim,Aerial duels
1007857,tachi-koki,Tackling
1007857,tachi-koki,Ground duels
1007857,tachi-koki,Aerial duels
832265,supachok-sarachart,High pressing
832265,supachok-sarachart,Passing
832265,supachok-sarachart,Long shots
147129,yoshiaki-komai,Positioning
796605,leo-osaki,Positioning
34632,hiroki-miyazawa,Positioning
1028345,daihachi-okamura,Positioning
1028345,daihachi-okamura,Ground duels
1028345,daihachi-okamura,Tackling
147128,woo-young-jung,Direct free kicks
147128,woo-young-jung,Long balls
150397,darijan-bojanic,Playmaking
150397,darijan-bojanic,High pressing
150397,darijan-bojanic,Long balls
38639,chung-yong-lee,Ground duels
38639,chung-yong-lee,Passing
116099,min-woo-kim,Passing
116099,min-woo-kim,Playmaking
116099,min-woo-kim,Long balls
832477,seung-beom-ko,Positioning
358306,il-lok-yun,Ground duels
988248,kyu-seong-lee,Long balls
537286,myeong-jae-lee,Passing
537286,myeong-jae-lee,Consistency
1025776,ju-hwan-kim,Ground duels
825502,hyeon-woo-jo,Penalty saving
825502,hyeon-woo-jo,Handling
825502,hyeon-woo-jo,Consistency
1090643,jorge-teixeira,Positioning
1090643,jorge-teixeira,High pressing
1843340,jae-jun-an,Finishing
1109512,oberdan-alionco,Tackling
1109512,oberdan-alionco,Long balls
1109512,oberdan-alionco,Positioning
832475,jong-uh-kim,Tackling
832475,jong-uh-kim,Long balls
160853,sung-dong-baek,Passing
222282,in-sung-kim,Passing
881303,chan-hee-han,Long balls
1002409,seok-joo-yoon,Long balls
880110,wanderson,Ground duels
880110,wanderson,Tackling
1102548,lee-dong-hee,Ground duels
1104650,eo-jeong-won,Ground duels
1025764,in-jae-hwang,High claims
932316,dong-gyeong-lee,Playmaking
932316,dong-gyeong-lee,Long shots
932316,dong-gyeong-lee,High pressing
1025916,dae-won-kim,High pressing
1025916,dae-won-kim,Playmaking
902942,du-jae-won,Long balls
902942,du-jae-won,Positioning
1103514,kim-bong-soo,Positioning
1103514,kim-bong-soo,Ground duels
1015161,hyun-muk-kang,High pressing
1009476,jin-kyu-kim,Long balls
1009476,jin-kyu-kim,Playmaking
1009476,jin-kyu-kim,Passing
832401,dong-hyeon-kim,Aerial duels
1028623,min-woo-seo,Tackling
1028623,min-woo-seo,Positioning
941294,hyeon-uk-kim,Long balls
1026149,jae-hyeon-mo,High pressing
988245,hyeon-sik-lee,High pressing
889626,sang-min-lee,Long balls
1130591,seung-wook-park,Ground duels
1026141,kang-san-kim,Ground duels
1026164,min-kyu-park,Ground duels
1026048,tae-hyeon-kim,Aerial duels
1025797,dong-heon-kim,Long shots saving
1025797,dong-heon-kim,High claims
1002529,jun-hong-kim,Handling
1002529,jun-hong-kim,Long shots saving
1002529,jun-hong-kim,Reflexes
832403,hyeon-mu-kang,High claims
822551,sang-heon-lee,High pressing
921258,henry-hore,High pressing
921258,henry-hore,Passing
921258,henry-hore,Long balls
1103520,gi-hyuk-lee,Ground duels
1103520,gi-hyuk-lee,Positioning
1104495,kim-lee-seok,Long shots
1026173,kang-gook-kim,Positioning
146945,seok-yeong-yun,Ground duels
982366,kwang-yeon-lee,High claims
1386148,cheong-hyo-park,Long shots saving
822536,seung-woo-lee,Finishing
822536,seung-woo-lee,Positioning
822536,seung-woo-lee,High pressing
931538,anderson-oliveira,Playmaking
540220,kwang-hyeok-lee,Passing
124800,bit-garam-yoon,Playmaking
124800,bit-garam-yoon,Long balls
1138777,jun-ho-son,Long balls
1138777,jun-ho-son,Positioning
1138777,jun-ho-son,Ground duels
1025856,jae-won-lee,Tackling
1025856,jae-won-lee,Positioning
1025856,jae-won-lee,Ground duels
792383,kyung-won-kwon,Aerial duels
971553,yong-lee,Tackling
971553,yong-lee,Ground duels
889831,jackson-lachlan,Aerial duels
48405,dong-ho-jeong,Ground duels
1185300,cheol-woo-park,Ground duels
974238,tae-han-kim,Ground duels
160837,dong-geon-no,High claims
1026106,bae-jong-park,High claims
822527,jun-su-ahn,High claims
205508,jesse-lingard,Passing
205508,jesse-lingard,High pressing
265309,stanislav-iljutcenko,Anchor play
265309,stanislav-iljutcenko,Positioning
265309,stanislav-iljutcenko,Finishing
889691,cho-young-wook,Positioning
38642,sung-yueng-ki,Consistency
38642,sung-yueng-ki,Playmaking
38642,sung-yueng-ki,Long shots
831115,sang-woo-kang,Ground duels
831115,sang-woo-kang,Passing
267461,aleksandar-palocevic,Long balls
267461,aleksandar-palocevic,Passing
267461,aleksandar-palocevic,High pressing
889703,seung-mo-lee,Long balls
974265,jae-mun-ryu,Long balls
871409,seung-gyu-han,Passing
985153,ju-sung-kim,Consistency
985153,ju-sung-kim,Long balls
1002355,tae-seok-lee,Ground duels
982307,jun-choi,Ground duels
982307,jun-choi,Tackling
288313,reis,High pressing
288313,reis,Playmaking
288313,reis,Positioning
877626,yuri,Consistency
877626,yuri,Penalty taking
877626,yuri,Positioning
1026118,jin-su-seo,Long balls
974164,yeong-jun-choi,Tackling
974164,yeong-jun-choi,Ground duels
974164,yeong-jun-choi,Positioning
1188039,italo,Positioning
791320,chae-min-im,Ground duels
160841,chang-woo-rim,Ground duels
792256,ju-yong-lee,Tackling
387026,joo-hoon-song,Positioning
387026,joo-hoon-song,Aerial duels
329667,dong-jun-kim,Reflexes
1115793,gabriel-tigrao,Positioning
1115793,gabriel-tigrao,High pressing
1025763,yool-heo,Positioning
1025885,ji-yong-jeong,High pressing
355022,jasir-asani,Long shots
355022,jasir-asani,Direct free kicks
1184743,jung-ho-yeon,Long balls
1184743,jung-ho-yeon,Tackling
1184743,jung-ho-yeon,Playmaking
1025758,heui-kyun-lee,High pressing
1025758,heui-kyun-lee,Long balls
1103522,lee-kang-hyeon,Long balls
982309,tae-jun-park,Long balls
982309,tae-jun-park,Playmaking
1144129,alexandar-popovic,Ground duels
1025759,hyeon-seok-du,Long balls
1025789,yeong-kyu-ahn,Ground duels
926648,kyeong-min-kim,High claims
171785,gerso-fernandes,Playmaking
1028626,si-hoo-hong,Positioning
108580,paul-jose-mpoku,Playmaking
832185,jin-ho-sin,Playmaking
832185,jin-ho-sin,High pressing
1175312,kyeong-hyeon-min,Ground duels
882209,harrison-delbridge,Positioning
882209,harrison-delbridge,Aerial duels
1025824,dong-min-kim,Positioning
1025824,dong-min-kim,Tackling
1025824,dong-min-kim,Ground duels
1025862,beom-su-lee,Long shots saving
1025862,beom-su-lee,Handling
754132,cesinha,Positioning
754132,cesinha,Playmaking
754132,cesinha,High pressing
54691,edgar-silva,Positioning
102916,jae-won-hwang,Positioning
974232,jin-hyeok-kim,Ground duels
926556,seung-hun-oh,High claims
1025782,min-kyu-song,Positioning
1025782,min-kyu-song,High pressing
874173,tiago-orobo,Positioning
252531,nana-boateng,Positioning
252531,nana-boateng,Tackling
252531,nana-boateng,High pressing
1026069,jin-seob-park,Positioning
828805,yeong-jae-lee,High pressing
828805,yeong-jae-lee,Long balls
828805,yeong-jae-lee,Playmaking
48217,guk-yeong-han,Long balls
926647,tae-uk-jeong,Aerial duels
864971,hyeon-beom-ahn,Ground duels
974184,uh-jae-jeong,Ground duels
978413,jung-hoon-kim,Long shots saving
978413,jung-hoon-kim,Handling
978413,jung-hoon-kim,Reflexes
1035937,lee-soon-min,Long balls
1035937,lee-soon-min,Positioning
802392,se-jong-ju,Playmaking
974170,jeong-un-hong,Ground duels
1000195,yun-seong-kang,Tackling
192144,aleksandar-mitrovic,Finishing
192144,aleksandar-mitrovic,Positioning
192144,aleksandar-mitrovic,Aerial duels
331447,sergej-milinkovic-savic,Playmaking
331447,sergej-milinkovic-savic,High pressing
331447,sergej-milinkovic-savic,Aerial duels
551772,malcom,Long balls
551772,malcom,Passing
551772,malcom,High pressing
280955,ruben-neves,Playmaking
280955,ruben-neves,Penalty taking
280955,ruben-neves,Long balls
878084,michael,High pressing
878084,michael,Playmaking
160893,salem-al-dawsari,High pressing
160893,salem-al-dawsari,Long balls
160893,salem-al-dawsari,Long shots
828524,mohamed-kanno,Long balls
828524,mohamed-kanno,Direct free kicks
872607,nasser-al-dawsari,Passing
966849,abdulhamid-saud,Passing
1138857,ali-albulayhi,Ground duels
160923,yasir-al-shahrani,Passing
804096,mohammed-al-burayk,Passing
804096,mohammed-al-burayk,Ground duels
881837,hassan-al-tambakti,Ground duels
360938,bono,Reflexes
360938,bono,Handling
791416,mohammed-al-owais,Long shots saving
750,cristiano-ronaldo,Penalty taking
750,cristiano-ronaldo,Anchor play
750,cristiano-ronaldo,High pressing
217704,sadio-mane,Playmaking
217704,sadio-mane,High pressing
217704,sadio-mane,Long balls
108800,marcelo-brozovic,Long balls
108800,marcelo-brozovic,High pressing
108800,marcelo-brozovic,Playmaking
191188,seko-fofana,Long balls
244801,otavio,Long balls
244801,otavio,Playmaking
